0,183.57
2,183.38
4,183.58
6,183.65
8,183.58
10,183.47
12,183.27
14,183.51
16,183.37
18,183.22
20,183.47
22,183.44
24,183.53
26,183.67
28,183.58
30,183.7
32,183.35
34,183.3
36,183.41
38,183.71
40,183.71
42,183.41
44,183.3
46,183.13
48,183.5
50,183.36
52,183.16
54,183.28
56,182.99
58,183.41
60,183.31
62,183.67
64,183.14
66,183.58
68,183.41
70,183.36
72,183.46
74,183.56
76,183.15
78,183.56
80,183.09
82,183.08
84,183.14
86,183.43
88,183.1
90,183.34
92,183.32
94,183.29
96,183.38
98,183.08
100,183.48
102,183.33
104,183.45
106,183.12
108,183.27
110,183.41
112,183.44
114,183.26
116,182.92
118,183.06
120,183.25
122,183.33
124,183.26
126,183.06
128,183.6
130,183.18
132,183.3
134,183.05
136,182.99
138,183.34
140,183.37
142,183.5
144,183.07
146,182.85
148,183.41
150,183.18
152,182.94
154,183.05
156,182.99
158,183.36
160,183.21
162,183.12
164,183.11
166,182.92
168,183.26
170,183.11
172,183
174,183.02
176,183.01
178,182.85
180,183.15
182,183.29
184,183.49
186,183.13
188,182.9
190,183.05
192,182.82
194,182.9
196,182.9
198,182.87
200,183.08
202,182.8
204,183.12
206,183.13
208,183.17
210,182.97
212,183.06
214,183.27
216,182.93
218,182.89
220,183.24
222,182.49
224,182.86
226,183.35
228,182.83
230,182.68
232,182.46
234,182.5
236,182.11
238,182.09
240,181.97
242,181.54
244,181.22
246,180.79
248,180.46
250,179.91
252,179.66
254,179.12
256,179.08
258,178.41
260,178.11
262,177.42
264,177.11
266,176.77
268,175.74
270,175.29
272,174.83
274,174.84
276,174.29
278,173.62
280,173.54
282,172.82
284,172.04
286,171.67
288,171.13
290,171.08
292,170.33
294,169.79
296,169.42
298,168.9
300,168.74
302,168.2
304,167.69
306,167.24
308,166.7
310,166.05
312,165.85
314,165.13
316,164.61
318,164.14
320,164.02
322,163.57
324,162.6
326,162.42
328,162.02
330,161.39
332,161.17
334,160.6
336,160.06
338,159.51
340,159.26
342,158.82
344,158.28
346,157.68
348,157.42
350,156.62
352,156.34
354,156.09
356,155.33
358,154.74
360,154.77
362,153.9
364,153.56
366,152.86
368,152.58
370,152.14
372,151.59
374,151.18
376,150.86
378,149.92
380,149.74
382,148.86
384,148.76
386,148.63
388,147.98
390,147.34
392,146.81
394,146.49
396,146.11
398,145.45
400,145.27
402,144.36
404,143.67
406,143.43
408,143.05
410,142.55
412,141.99
414,141.92
416,140.91
418,140.64
420,140.08
422,139.7
424,139.19
426,138.93
428,138.18
430,137.75
432,137.44
434,137.15
436,136.14
438,136.34
440,135.38
442,135.18
444,134.78
446,134.36
448,133.55
450,133.18
452,132.67
454,132.12
456,131.81
458,131.35
460,130.73
462,130.31
464,130.27
466,129.29
468,128.9
470,128.2
472,127.69
474,127.22
476,126.87
478,126.12
480,125.44
482,125.32
484,124.73
486,124.35
488,123.82
490,123.44
492,122.95
494,122.04
496,121.53
498,121.4
500,120.9
502,120.19
504,120.09
506,119.38
508,118.91
510,118.44
512,118.04
514,117.69
516,116.87
518,116.12
520,116.13
522,115.28
524,115.19
526,114.41
528,114.32
530,113.41
532,112.88
534,112.77
536,111.86
538,111.75
540,111.2
542,110.62
544,110.09
546,110.03
548,109.13
550,108.71
552,108.1
554,107.63
556,107.19
558,107.14
560,106.25
562,105.72
564,105.29
566,105.05
568,104.21
570,104.09
572,103.24
574,102.99
576,102.21
578,102.17
580,101.71
582,100.97
584,100.69
586,100.18
588,99.898
590,99.253
592,98.942
594,98.268
596,97.688
598,97.329
600,96.834
602,96.565
604,95.903
606,95.292
608,94.949
610,94.722
612,93.96
614,93.452
616,93.283
618,92.648
620,92.08
622,91.544
624,90.937
626,90.775
628,90.244
630,89.9
632,89.101
634,89.136
636,88.521
638,87.67
640,87.691
642,86.929
644,86.623
646,86.145
648,85.473
650,84.642
652,84.809
654,84.196
656,83.692
658,83.413
660,82.741
662,82.512
664,81.958
666,81.305
668,81.185
670,80.661
672,80.35
674,79.502
676,79.048
678,78.804
680,78.411
682,77.985
684,77.374
686,76.864
688,76.578
690,76.372
692,75.733
694,75.134
696,74.563
698,74.303
700,73.681
702,73.361
704,73.004
706,72.601
708,72.09
710,71.787
712,71.439
714,70.301
716,69.878
718,69.591
720,68.952
722,68.829
724,68.405
726,68.056
728,67.628
730,67.011
732,66.553
734,66.413
736,65.765
738,65.15
740,64.976
742,64.575
744,64.026
746,63.794
748,63.296
750,62.797
752,62.406
754,62.073
756,61.488
758,60.954
760,60.696
762,60.343
764,59.997
766,59.491
768,59.002
770,58.797
772,58.259
774,58.019
776,57.449
778,57.061
780,56.651
782,56.106
784,55.706
786,55.299
788,55.398
790,54.636
792,54.451
794,53.968
796,53.863
798,53.309
800,52.537
802,52.323
804,52.175
806,51.69
808,51.676
810,50.88
812,50.224
814,50.228
816,49.614
818,49.422
820,49.248
822,48.743
824,48.393
826,47.952
828,47.613
830,47.268
832,46.434
834,46.664
836,46.422
838,45.668
840,45.285
842,45.335
844,44.614
846,44.247
848,44.361
850,43.768
852,43.791
854,43.004
856,42.808
858,42.645
860,42.388
862,42.057
864,41.687
866,41.296
868,40.922
870,40.814
872,40.352
874,40.197
876,40.023
878,39.119
880,39.561
882,38.816
884,38.891
886,38.64
888,37.805
890,37.823
892,38.141
894,37.19
896,37.038
898,36.733
900,36.633
902,36.334
904,35.699
906,35.522
908,35.4
910,35.063
912,35.283
914,34.654
916,34.408
918,33.926
920,33.591
922,33.724
924,33.298
926,33.204
928,32.704
930,32.781
932,32.051
934,32.427
936,32.052
938,31.685
940,31.219
942,31.129
944,31.013
946,30.953
948,30.31
950,30.503
952,30.541
954,29.716
956,29.677
958,29.244
960,28.822
962,29.173
964,28.805
966,28.364
968,28.255
970,27.97
972,27.521
974,27.042
976,27.344
978,27.046
980,26.809
982,26.538
984,26.136
986,26.16
988,26.068
990,25.63
992,25.689
994,25.345
996,25.162
998,24.7
1000,24.609
1002,24.613
1004,24.185
1006,24.15
1008,24.267
1010,23.842
1012,23.678
1014,23.709
1016,23.283
1018,22.932
1020,23.011
1022,22.288
1024,22.119
1026,22.404
1028,21.91
1030,21.618
1032,21.512
1034,21.173
1036,20.96
1038,20.739
1040,20.497
1042,20.226
1044,20.181
1046,19.884
1048,20.048
1050,19.625
1052,19.564
1054,19.145
1056,18.944
1058,18.988
1060,18.816
1062,18.356
1064,18.456
1066,18.027
1068,17.806
1070,17.935
1072,17.605
1074,17.285
1076,16.986
1078,16.609
1080,16.474
1082,16.619
1084,15.705
1086,15.747
1088,15.612
1090,15.468
1092,14.9
1094,15.111
1096,14.93
1098,14.414
1100,14.32
1102,13.921
1104,14.22
1106,13.772
1108,13.435
1110,13.088
1112,13.05
1114,13.12
1116,12.631
1118,12.416
1120,11.901
1122,11.914
1124,11.788
1126,11.156
1128,11.376
1130,11.374
1132,10.402
1134,10.066
1136,10.179
1138,10.077
1140,9.6657
1142,9.3915
1144,9.1634
1146,8.704
1148,8.3321
1150,8.6505
1152,8.1431
1154,7.5988
1156,7.7317
1158,7.0185
1160,6.9471
1162,6.8165
1164,6.237
1166,6.0284
1168,5.7994
1170,5.8451
1172,5.2669
1174,4.798
1176,4.519
1178,4.1942
1180,4.1641
1182,3.5576
1184,3.1358
1186,3.0005
1188,2.6121
1190,2.4443
1192,2.1492
1194,1.843
1196,1.4418
1198,1.1223
1200,1.0535
1202,0.23359
1204,0.18215
1206,-0.17439
1208,0.25321
1210,0.068804
1212,-0.0021915
1214,-0.26725
1216,0.073089
1218,-0.011771
1220,-0.21319
1222,-0.17936
1224,-0.10948
1226,-0.018448
1228,-0.27299
1230,-0.010212
1232,0.13498
1234,-0.047746
1236,-0.10624
1238,0.078268
1240,0.22123
1242,-0.060475
1244,-0.066233
1246,-0.24472
1248,-0.15924
1250,0.129
1252,0.00012745
1254,0.15788
1256,0.14275
1258,0.087114
1260,0.15826
1262,0.29391
1264,0.11741
1266,0.087855
1268,0.0046059
1270,-0.21369
1272,-0.07739
1274,0.073828
1276,-0.18988
1278,0.095538
1280,0.07114
1282,0.030625
1284,0.067286
1286,0.016756
1288,0.0063071
1290,0.0087273
1292,0.1774
1294,-0.0061387
1296,-0.47041
1298,-0.080264
1300,0.043892
1302,0.18291
1304,0.25946
1306,-0.16734
1308,0.14461
1310,0.049429
1312,-0.029704
1314,0.010627
1316,0.0010112
1318,0.029573
1320,0.049369
1322,-0.11611
1324,-0.18408
1326,0.17981
1328,-0.035973
1330,0.26149
1332,-0.16629
1334,-0.10622
1336,0.26062
1338,0.26023
1340,-0.18537
1342,0.037588
1344,0.99749
1346,3.5248
1348,6.0388
1350,9.2765
1352,11.467
1354,13.502
1356,15.386
1358,17.102
1360,19.07
1362,20.752
1364,22.911
1366,24.223
1368,25.888
1370,27.657
1372,29.26
1374,31.51
1376,33.036
1378,34.762
1380,36.833
1382,38.568
1384,40.554
1386,42.51
1388,44.609
1390,47.185
1392,49.27
1394,51.454
1396,54.088
1398,56.167
1400,58.639
1402,60.77
1404,63.569
1406,65.71
1408,68.284
1410,71.113
1412,73.445
1414,75.646
1416,78.137
1418,80.628
1420,82.98
1422,84.901
1424,87.245
1426,89.387
1428,91.856
1430,93.68
1432,96.234
1434,97.98
1436,99.947
1438,102.43
1440,104.4
1442,105.71
1444,107.69
1446,109.84
1448,111.11
1450,113.22
1452,114.72
1454,116.22
1456,117.73
1458,119.68
1460,121.02
1462,122.24
1464,123.84
1466,125.02
1468,126.61
1470,128.21
1472,129.34
1474,130.34
1476,131.8
1478,132.83
1480,134.51
1482,134.95
1484,136.26
1486,137.66
1488,138.47
1490,139.67
1492,140.8
1494,141.85
1496,142.36
1498,143.44
1500,144.3
1502,145.23
1504,146.19
1506,146.88
1508,147.96
1510,148.66
1512,149.25
1514,150.15
1516,151.04
1518,151.78
1520,152.39
1522,152.96
1524,153.52
1526,154.29
1528,154.8
1530,155.47
1532,156.29
1534,156.96
1536,157.38
1538,158.17
1540,158.07
1542,158.94
1544,159.47
1546,160.25
1548,160.54
1550,160.88
1552,161.5
1554,161.98
1556,162.33
1558,162.38
1560,163.34
1562,162.92
1564,163.97
1566,164.08
1568,164.72
1570,165.43
1572,165.45
1574,166.21
1576,166.32
1578,166.5
